textbox25,textbox53,textbox24,textbox52,textbox54,textbox28,textbox48,textbox27,textbox49,textbox26,textbox50,textbox1,textbox2
DISPATCH MINERA LOS PELAMBRES,Inicio turno,01-ENE-2026 A,Fin turno,13-ENE-2026 B,Reporte creado el,"martes, 13 de enero de 2026",Tiempo,12:08:23,Generado por,SANTIAGO\amsrsalinasp,Generado en (segundos),15

FullShiftName,Equipo,Metros,Tp__Efectivo,Demora_Prog,Demora_Nprog,Reserva,Mant__Prog,Mant__Nprog,ID_UEBD,ID_Disp__Física,ID_Disp__Mecánica,Textbox40,Textbox41,Textbox42,Textbox43,Textbox44,Textbox45,Textbox46,Textbox47,Textbox48,Textbox49,Textbox28,Textbox29,Textbox30,Textbox31,Textbox32,Textbox33,Textbox34,Textbox35,Textbox36,Textbox37
03-ENE-2026 A,PF-22,"2,869.0",0.0,9.0,14.4,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",10.2,122.6,61.6,103.1,0.0,0.0,84.7,800.0,800.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 A,PF-23,"2,709.1",0.0,66.6,0.0,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",10.2,122.6,61.6,103.1,0.0,0.0,84.7,800.0,800.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 A,PF-24,"1,698.9",0.0,11.2,0.0,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",10.2,122.6,61.6,103.1,0.0,0.0,84.7,800.0,800.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 A,PF-25,"2,544.7",0.0,13.7,4.4,42.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",10.2,122.6,61.6,103.1,0.0,0.0,84.7,800.0,800.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 A,PF-26,"3,780.5",0.0,0.0,29.0,0.0,0.0,0.0,0.0,100.0,100.0,"26,521.6",10.2,122.6,61.6,103.1,0.0,0.0,84.7,800.0,800.0,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF03,"1,814.5",2.6,0.1,1.8,0.0,0.0,7.6,58.1,37.0,37.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF-07,"7,839.0",0.0,10.7,8.8,0.0,0.0,0.0,0.0,100.0,100.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF-21,"3,266.1",0.0,0.0,156.0,0.0,0.0,0.0,0.0,100.0,100.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF-22,"2,869.0",0.0,14.3,15.8,0.0,0.0,0.0,0.0,100.0,100.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
03-ENE-2026 B,PF-23,"2,709.1",0.0,47.8,87.4,33.8,0.0,0.0,0.0,100.0,100.0,"22,741.2",2.6,85.4,276.1,93.3,0.0,140.9,58.1,568.4,568.4,"599,544.4",126.1,"2,411.7","5,985.0","1,234.7","3,224.2","2,408.0","1,199.4","15,826.6","15,861.1"
